Economy,Scenario,Date,Population,Gdp,Gdp_per_capita
01_AUS,Reference,2022,26046.256,1372739.281,52.70390037000001
01_AUS,Reference,2023,26355.407,1398668.628,53.06951351
01_AUS,Reference,2024,26703.514280000003,1423872.478,53.321539
01_AUS,Reference,2025,27051.3428,1452512.099,53.69463949
01_AUS,Reference,2026,27398.10251,1483745.484,54.15504535
01_AUS,Reference,2027,27742.93124,1517587.792,54.70178253
01_AUS,Reference,2028,28114.65939,1551314.665,55.17814189
01_AUS,Reference,2029,28483.51415,1584565.893,55.630983070000006
01_AUS,Reference,2030,28848.09875,1619319.6849999998,56.1326311
01_AUS,Reference,2031,29208.68307,1654167.194,56.63272081
01_AUS,Reference,2032,29565.06531,1691229.656,57.20365026
01_AUS,Reference,2033,29935.34479,1727888.896,57.720694640000005
01_AUS,Reference,2034,30302.00025,1765428.591,58.26112388
01_AUS,Reference,2035,30666.01281,1804195.068,58.833702290000005
01_AUS,Reference,2036,31026.03139,1844028.284,59.43487457
01_AUS,Reference,2037,31383.19577,1884895.943,60.06067569
01_AUS,Reference,2038,31738.7426,1926754.761,60.70671373
01_AUS,Reference,2039,32091.38093,1969742.067,61.37916193
01_AUS,Reference,2040,32442.3479,2014034.376,62.0804136
01_AUS,Reference,2041,32791.75083,2059121.203,62.79387807
01_AUS,Reference,2042,33139.85718,2105022.745,63.51936684
01_AUS,Reference,2043,33488.40752,2151816.751,64.25557112
01_AUS,Reference,2044,33836.76487,2199492.936,65.00305049
01_AUS,Reference,2045,34184.94991,2248065.462,65.76184746000001
01_AUS,Reference,2046,34532.59423,2297533.187,66.53230777
01_AUS,Reference,2047,34879.743950000004,2347910.869,67.31445253
01_AUS,Reference,2048,35226.43823,2399213.26,68.1083124
01_AUS,Reference,2049,35572.32032,2451439.017,68.91422868000001
01_AUS,Reference,2050,35918.19759,2504634.638,69.73163482000001
01_AUS,Reference,2051,36264.42342,2558829.913,70.56033632
01_AUS,Reference,2052,36611.94238,2614081.222,71.39968687000001
01_AUS,Reference,2053,36962.53311,2670484.185,72.24840833
01_AUS,Reference,2054,37317.51039,2728119.814,73.10562217
01_AUS,Reference,2055,37675.81109,2786968.076,73.97234445999999
01_AUS,Reference,2056,38037.38066,2847051.441,74.84877748000001
01_AUS,Reference,2057,38403.22172,2908440.721,75.73428974
01_AUS,Reference,2058,38776.00374,2971287.043,76.62695369
01_AUS,Reference,2059,39152.02357,3035454.277,77.52994609
01_AUS,Reference,2060,39533.08823,3101054.257,78.44199369
01_AUS,Reference,2061,39918.18586,3168071.075,79.36410452999999
01_AUS,Reference,2062,40309.24053,3236627.514,80.29492671
01_AUS,Reference,2063,40703.41718,3306621.491,81.23695058999999
01_AUS,Reference,2064,41101.898140000005,3378140.025,82.18939215
01_AUS,Reference,2065,41503.33283,3451148.409,83.15352463
01_AUS,Reference,2066,41908.66523,3525723.629,84.1287502
01_AUS,Reference,2067,42316.10938,3601807.158,85.11668986
01_AUS,Reference,2068,42724.83347,3679383.929,86.11815729
01_AUS,Reference,2069,43137.47197,3758617.516,87.13114941
01_AUS,Reference,2070,43552.38962000001,3839455.87,88.15718042
01_AUS,Reference,2071,43967.06552,3921794.034,89.1984486
01_AUS,Reference,2072,44381.01484,4005628.187,90.25544371
01_AUS,Reference,2073,44795.07992,4091025.652,91.32756676
01_AUS,Reference,2074,45210.56583,4178082.997,92.41386213
01_AUS,Reference,2075,45626.75418000001,4266788.824,93.51506373
01_AUS,Reference,2076,46043.55777000001,4357165.144,94.63137419
01_AUS,Reference,2077,46459.87289,4449175.623,95.76383546
01_AUS,Reference,2078,46875.64583,4542840.802,96.91260188
01_AUS,Reference,2079,47292.138490000005,4638258.734999999,98.07673925
01_AUS,Reference,2080,47709.5388,4735469.251,99.25623619
01_AUS,Reference,2081,48129.6426,4834610.363,100.4497458
01_AUS,Reference,2082,48550.40995,4935594.501999999,101.6591725
01_AUS,Reference,2083,48972.37069,5038880.227,102.8923076
01_AUS,Reference,2084,49396.541090000006,5144573.325,104.1484527
01_AUS,Reference,2085,49825.6104,5252890.889,105.4255201
01_AUS,Reference,2086,50261.39381,5364007.62,106.7222218
01_AUS,Reference,2087,50699.30803,5477693.378,108.0427641
01_AUS,Reference,2088,51143.06592,5594241.75,109.3841687
01_AUS,Reference,2089,51591.38719,5713633.830999999,110.7478233
01_AUS,Reference,2090,52046.18793,5836060.808,112.1323394
01_AUS,Reference,2091,52509.34696,5961722.397,113.5364034
01_AUS,Reference,2092,52980.496450000006,6090674.626999999,114.9606938
01_AUS,Reference,2093,53459.1796,6222967.245,116.4059623
01_AUS,Reference,2094,53947.6241,6358839.273,117.8706084
01_AUS,Reference,2095,54442.7094,6498160.539,119.3577728
01_AUS,Reference,2096,54944.64301,6641027.33,120.8676036
01_AUS,Reference,2097,55456.40225,6787742.285999999,122.3978118
01_AUS,Reference,2098,55972.58208,6938003.233,123.9536033
01_AUS,Reference,2099,56493.01533000001,7091873.938,125.5354117
01_AUS,Reference,2100,57021.96813,7249756.981,127.1397186
01_AUS,Target,2022,26046.256,1372739.281,52.70390037000001
01_AUS,Target,2023,26355.407,1398668.628,53.06951351
01_AUS,Target,2024,26703.514280000003,1423872.478,53.321539
01_AUS,Target,2025,27051.3428,1452512.099,53.69463949
01_AUS,Target,2026,27398.10251,1483745.484,54.15504535
01_AUS,Target,2027,27742.93124,1517587.792,54.70178253
01_AUS,Target,2028,28114.65939,1551314.665,55.17814189
01_AUS,Target,2029,28483.51415,1584565.893,55.630983070000006
01_AUS,Target,2030,28848.09875,1619319.6849999998,56.1326311
01_AUS,Target,2031,29208.68307,1654167.194,56.63272081
01_AUS,Target,2032,29565.06531,1691229.656,57.20365026
01_AUS,Target,2033,29935.34479,1727888.896,57.720694640000005
01_AUS,Target,2034,30302.00025,1765428.591,58.26112388
01_AUS,Target,2035,30666.01281,1804195.068,58.833702290000005
01_AUS,Target,2036,31026.03139,1844028.284,59.43487457
01_AUS,Target,2037,31383.19577,1884895.943,60.06067569
01_AUS,Target,2038,31738.7426,1926754.761,60.70671373
01_AUS,Target,2039,32091.38093,1969742.067,61.37916193
01_AUS,Target,2040,32442.3479,2014034.376,62.0804136
01_AUS,Target,2041,32791.75083,2059121.203,62.79387807
01_AUS,Target,2042,33139.85718,2105022.745,63.51936684
01_AUS,Target,2043,33488.40752,2151816.751,64.25557112
01_AUS,Target,2044,33836.76487,2199492.936,65.00305049
01_AUS,Target,2045,34184.94991,2248065.462,65.76184746000001
01_AUS,Target,2046,34532.59423,2297533.187,66.53230777
01_AUS,Target,2047,34879.743950000004,2347910.869,67.31445253
01_AUS,Target,2048,35226.43823,2399213.26,68.1083124
01_AUS,Target,2049,35572.32032,2451439.017,68.91422868000001
01_AUS,Target,2050,35918.19759,2504634.638,69.73163482000001
01_AUS,Target,2051,36264.42342,2558829.913,70.56033632
01_AUS,Target,2052,36611.94238,2614081.222,71.39968687000001
01_AUS,Target,2053,36962.53311,2670484.185,72.24840833
01_AUS,Target,2054,37317.51039,2728119.814,73.10562217
01_AUS,Target,2055,37675.81109,2786968.076,73.97234445999999
01_AUS,Target,2056,38037.38066,2847051.441,74.84877748000001
01_AUS,Target,2057,38403.22172,2908440.721,75.73428974
01_AUS,Target,2058,38776.00374,2971287.043,76.62695369
01_AUS,Target,2059,39152.02357,3035454.277,77.52994609
01_AUS,Target,2060,39533.08823,3101054.257,78.44199369
01_AUS,Target,2061,39918.18586,3168071.075,79.36410452999999
01_AUS,Target,2062,40309.24053,3236627.514,80.29492671
01_AUS,Target,2063,40703.41718,3306621.491,81.23695058999999
01_AUS,Target,2064,41101.898140000005,3378140.025,82.18939215
01_AUS,Target,2065,41503.33283,3451148.409,83.15352463
01_AUS,Target,2066,41908.66523,3525723.629,84.1287502
01_AUS,Target,2067,42316.10938,3601807.158,85.11668986
01_AUS,Target,2068,42724.83347,3679383.929,86.11815729
01_AUS,Target,2069,43137.47197,3758617.516,87.13114941
01_AUS,Target,2070,43552.38962000001,3839455.87,88.15718042
01_AUS,Target,2071,43967.06552,3921794.034,89.1984486
01_AUS,Target,2072,44381.01484,4005628.187,90.25544371
01_AUS,Target,2073,44795.07992,4091025.652,91.32756676
01_AUS,Target,2074,45210.56583,4178082.997,92.41386213
01_AUS,Target,2075,45626.75418000001,4266788.824,93.51506373
01_AUS,Target,2076,46043.55777000001,4357165.144,94.63137419
01_AUS,Target,2077,46459.87289,4449175.623,95.76383546
01_AUS,Target,2078,46875.64583,4542840.802,96.91260188
01_AUS,Target,2079,47292.138490000005,4638258.734999999,98.07673925
01_AUS,Target,2080,47709.5388,4735469.251,99.25623619
01_AUS,Target,2081,48129.6426,4834610.363,100.4497458
01_AUS,Target,2082,48550.40995,4935594.501999999,101.6591725
01_AUS,Target,2083,48972.37069,5038880.227,102.8923076
01_AUS,Target,2084,49396.541090000006,5144573.325,104.1484527
01_AUS,Target,2085,49825.6104,5252890.889,105.4255201
01_AUS,Target,2086,50261.39381,5364007.62,106.7222218
01_AUS,Target,2087,50699.30803,5477693.378,108.0427641
01_AUS,Target,2088,51143.06592,5594241.75,109.3841687
01_AUS,Target,2089,51591.38719,5713633.830999999,110.7478233
01_AUS,Target,2090,52046.18793,5836060.808,112.1323394
01_AUS,Target,2091,52509.34696,5961722.397,113.5364034
01_AUS,Target,2092,52980.496450000006,6090674.626999999,114.9606938
01_AUS,Target,2093,53459.1796,6222967.245,116.4059623
01_AUS,Target,2094,53947.6241,6358839.273,117.8706084
01_AUS,Target,2095,54442.7094,6498160.539,119.3577728
01_AUS,Target,2096,54944.64301,6641027.33,120.8676036
01_AUS,Target,2097,55456.40225,6787742.285999999,122.3978118
01_AUS,Target,2098,55972.58208,6938003.233,123.9536033
01_AUS,Target,2099,56493.01533000001,7091873.938,125.5354117
01_AUS,Target,2100,57021.96813,7249756.981,127.1397186
02_BD,Reference,2022,447.189,27113.3404,60.63060674569366
02_BD,Reference,2023,450.814,28019.8234,62.15384482292032
02_BD,Reference,2024,454.233,28924.8272,63.678392366913016
02_BD,Reference,2025,457.484,29858.9936,65.26784237262943
02_BD,Reference,2026,460.606,30606.1272,66.44752174309495
02_BD,Reference,2027,463.601,31660.4614,68.29247866160772
02_BD,Reference,2028,466.496,32340.294718165267,69.32598504202666
02_BD,Reference,2029,469.291,32958.757665229714,70.23096045999117
02_BD,Reference,2030,472.008,33526.96978196001,71.03051173276727
02_BD,Reference,2031,474.615,34052.22809682356,71.74705413192494
02_BD,Reference,2032,477.121,34619.98291629405,72.56017428764203
02_BD,Reference,2033,479.522,35182.6971997479,73.37035047348799
02_BD,Reference,2034,481.788,35703.121816887404,74.1054609431688
02_BD,Reference,2035,483.918,36183.62017068092,74.77221382688994
02_BD,Reference,2036,485.917,36623.8720758777,75.37063341245049
02_BD,Reference,2037,487.771,37048.84438198805,75.95540608602819
02_BD,Reference,2038,489.451,37461.265868328,76.53731603026247
02_BD,Reference,2039,490.999,37873.08901900601,77.13475795063943
02_BD,Reference,2040,492.386,38282.711137348495,77.74938998539457
02_BD,Reference,2041,493.626,38690.47449818993,78.38013900845971
02_BD,Reference,2042,494.756,39097.83831712683,79.0244854375224
02_BD,Reference,2043,495.742,39502.95326753286,79.68449973480735
02_BD,Reference,2044,496.602,39906.38504285353,80.35888909600351
02_BD,Reference,2045,497.3,40306.11341238197,81.04989626459276
02_BD,Reference,2046,497.844,40702.17514310099,81.75688597854146
02_BD,Reference,2047,498.234,41094.22490545136,82.47976835272453
02_BD,Reference,2048,498.471,41481.96006798664,83.21840200931777
02_BD,Reference,2049,498.57,41865.779016240376,83.9717171435112
02_BD,Reference,2050,498.487,42243.11587428572,84.74266304695152
02_BD,Reference,2051,498.26,42615.47966616265,85.52859885634541
02_BD,Reference,2052,497.863,42981.16719113796,86.33131442010745
02_BD,Reference,2053,497.329,43341.47655651841,87.14850040218532
02_BD,Reference,2054,496.638,43695.00007772104,87.98158835554477
02_BD,Reference,2055,495.809,44042.34149416528,88.82924975981734
02_BD,Reference,2056,494.834,44382.70370438618,89.69210625055307
02_BD,Reference,2057,493.731,44716.67139534217,90.56889560376436
02_BD,Reference,2058,492.498,45043.78295018576,91.45982917734848
02_BD,Reference,2059,491.164,45365.28291357208,92.36280125084916
02_BD,Reference,2060,489.731,45680.99409995626,93.27772613936276
02_BD,Reference,2061,488.205,45990.967926602505,94.20421324362208
02_BD,Reference,2062,486.601,46295.7855800571,95.14116407499596
02_BD,Reference,2063,484.925,46595.55611275488,96.08817056813916
02_BD,Reference,2064,483.168,46889.53234114372,97.04602196574218
02_BD,Reference,2065,481.334,47177.69769907888,98.01447165394276
02_BD,Reference,2066,479.449,47461.352837096376,98.99145234862596
02_BD,Reference,2067,477.479,47738.28677229743,99.97986670051968
02_BD,Reference,2068,475.516,48013.80012319439,100.9719969952523
02_BD,Reference,2069,473.479,48282.93120420516,101.97481029613807
02_BD,Reference,2070,471.434,48549.51156048592,102.98262654048268
02_BD,Reference,2071,469.364,48812.42773475754,103.99695702004745
02_BD,Reference,2072,467.274,49072.324847141324,105.01830798876318
02_BD,Reference,2073,465.151,49328.81471853568,106.04903508438264
02_BD,Reference,2074,463.037,49584.9156188306,107.08629249677804
02_BD,Reference,2075,460.904,49839.13252232247,108.13343455974014
02_BD,Reference,2076,458.767,50092.65538414885,109.18975293373076
02_BD,Reference,2077,456.614,50344.87620714306,110.25697023556674
02_BD,Reference,2078,454.46,50596.919508234336,111.33415373901848
02_BD,Reference,2079,452.291,50847.96001884917,112.42310817338657
02_BD,Reference,2080,450.124,51099.22103632401,113.52254275782676
02_BD,Reference,2081,447.957,51350.64280104666,114.63297325646585
02_BD,Reference,2082,445.788,51602.14332997328,115.75489544351416
02_BD,Reference,2083,443.623,51854.18259534645,116.8879489912526
02_BD,Reference,2084,441.468,52107.2259149343,118.03171671544553
02_BD,Reference,2085,439.286,52358.67140470111,119.19039396816908
02_BD,Reference,2086,437.117,52611.36710318218,120.35991989142993
02_BD,Reference,2087,434.952,52864.69410199845,121.54144388805764
02_BD,Reference,2088,432.768,53116.97246899508,122.73775433718552
02_BD,Reference,2089,430.562,53367.93913168366,123.94948725545603
02_BD,Reference,2090,428.357,53619.270723255606,125.17426054262124
02_BD,Reference,2091,426.138,53869.82626835385,126.41404021315596
02_BD,Reference,2092,423.9,54119.18348267308,127.6696944625456
02_BD,Reference,2093,421.659,54368.52687389989,128.9395622384436
02_BD,Reference,2094,419.403,54616.89992468148,130.22534394050945
02_BD,Reference,2095,417.134,54864.411962058,131.52706794952704
02_BD,Reference,2096,414.874,55112.77075054704,132.84219003973988
02_BD,Reference,2097,412.577,55358.27828447905,134.1768404067097
02_BD,Reference,2098,410.284,55604.1616475924,135.52602989049635
02_BD,Reference,2099,407.989,55849.918983005344,136.89074701280026
02_BD,Reference,2100,405.683,56094.77911480428,138.272442066353
02_BD,Target,2022,447.189,27113.3404,60.63060674569366
02_BD,Target,2023,450.814,28019.8234,62.15384482292032
02_BD,Target,2024,454.233,28924.8272,63.678392366913016
02_BD,Target,2025,457.484,29858.9936,65.26784237262943
02_BD,Target,2026,460.606,30606.1272,66.44752174309495
02_BD,Target,2027,463.601,31660.4614,68.29247866160772
02_BD,Target,2028,466.496,32340.294718165267,69.32598504202666
02_BD,Target,2029,469.291,32958.757665229714,70.23096045999117
02_BD,Target,2030,472.008,33526.96978196001,71.03051173276727
02_BD,Target,2031,474.615,34052.22809682356,71.74705413192494
02_BD,Target,2032,477.121,34619.98291629405,72.56017428764203
02_BD,Target,2033,479.522,35182.6971997479,73.37035047348799
02_BD,Target,2034,481.788,35703.121816887404,74.1054609431688
02_BD,Target,2035,483.918,36183.62017068092,74.77221382688994
02_BD,Target,2036,485.917,36623.8720758777,75.37063341245049
02_BD,Target,2037,487.771,37048.84438198805,75.95540608602819
02_BD,Target,2038,489.451,37461.265868328,76.53731603026247
02_BD,Target,2039,490.999,37873.08901900601,77.13475795063943
02_BD,Target,2040,492.386,38282.711137348495,77.74938998539457
02_BD,Target,2041,493.626,38690.47449818993,78.38013900845971
02_BD,Target,2042,494.756,39097.83831712683,79.0244854375224
02_BD,Target,2043,495.742,39502.95326753286,79.68449973480735
02_BD,Target,2044,496.602,39906.38504285353,80.35888909600351
02_BD,Target,2045,497.3,40306.11341238197,81.04989626459276
02_BD,Target,2046,497.844,40702.17514310099,81.75688597854146
02_BD,Target,2047,498.234,41094.22490545136,82.47976835272453
02_BD,Target,2048,498.471,41481.96006798664,83.21840200931777
02_BD,Target,2049,498.57,41865.779016240376,83.9717171435112
02_BD,Target,2050,498.487,42243.11587428572,84.74266304695152
02_BD,Target,2051,498.26,42615.47966616265,85.52859885634541
02_BD,Target,2052,497.863,42981.16719113796,86.33131442010745
02_BD,Target,2053,497.329,43341.47655651841,87.14850040218532
02_BD,Target,2054,496.638,43695.00007772104,87.98158835554477
02_BD,Target,2055,495.809,44042.34149416528,88.82924975981734
02_BD,Target,2056,494.834,44382.70370438618,89.69210625055307
02_BD,Target,2057,493.731,44716.67139534217,90.56889560376436
02_BD,Target,2058,492.498,45043.78295018576,91.45982917734848
02_BD,Target,2059,491.164,45365.28291357208,92.36280125084916
02_BD,Target,2060,489.731,45680.99409995626,93.27772613936276
02_BD,Target,2061,488.205,45990.967926602505,94.20421324362208
02_BD,Target,2062,486.601,46295.7855800571,95.14116407499596
02_BD,Target,2063,484.925,46595.55611275488,96.08817056813916
02_BD,Target,2064,483.168,46889.53234114372,97.04602196574218
02_BD,Target,2065,481.334,47177.69769907888,98.01447165394276
02_BD,Target,2066,479.449,47461.352837096376,98.99145234862596
02_BD,Target,2067,477.479,47738.28677229743,99.97986670051968
02_BD,Target,2068,475.516,48013.80012319439,100.9719969952523
02_BD,Target,2069,473.479,48282.93120420516,101.97481029613807
02_BD,Target,2070,471.434,48549.51156048592,102.98262654048268
02_BD,Target,2071,469.364,48812.42773475754,103.99695702004745
02_BD,Target,2072,467.274,49072.324847141324,105.01830798876318
02_BD,Target,2073,465.151,49328.81471853568,106.04903508438264
02_BD,Target,2074,463.037,49584.9156188306,107.08629249677804
02_BD,Target,2075,460.904,49839.13252232247,108.13343455974014
02_BD,Target,2076,458.767,50092.65538414885,109.18975293373076
02_BD,Target,2077,456.614,50344.87620714306,110.25697023556674
02_BD,Target,2078,454.46,50596.919508234336,111.33415373901848
02_BD,Target,2079,452.291,50847.96001884917,112.42310817338657
02_BD,Target,2080,450.124,51099.22103632401,113.52254275782676
02_BD,Target,2081,447.957,51350.64280104666,114.63297325646585
02_BD,Target,2082,445.788,51602.14332997328,115.75489544351416
02_BD,Target,2083,443.623,51854.18259534645,116.8879489912526
02_BD,Target,2084,441.468,52107.2259149343,118.03171671544553
02_BD,Target,2085,439.286,52358.67140470111,119.19039396816908
02_BD,Target,2086,437.117,52611.36710318218,120.35991989142993
02_BD,Target,2087,434.952,52864.69410199845,121.54144388805764
02_BD,Target,2088,432.768,53116.97246899508,122.73775433718552
02_BD,Target,2089,430.562,53367.93913168366,123.94948725545603
02_BD,Target,2090,428.357,53619.270723255606,125.17426054262124
02_BD,Target,2091,426.138,53869.82626835385,126.41404021315596
02_BD,Target,2092,423.9,54119.18348267308,127.6696944625456
02_BD,Target,2093,421.659,54368.52687389989,128.9395622384436
02_BD,Target,2094,419.403,54616.89992468148,130.22534394050945
02_BD,Target,2095,417.134,54864.411962058,131.52706794952704
02_BD,Target,2096,414.874,55112.77075054704,132.84219003973988
02_BD,Target,2097,412.577,55358.27828447905,134.1768404067097
02_BD,Target,2098,410.284,55604.1616475924,135.52602989049635
02_BD,Target,2099,407.989,55849.918983005344,136.89074701280026
02_BD,Target,2100,405.683,56094.77911480428,138.272442066353
03_CDA,Reference,2022,38290.846,1903976.306,49.724059540000006
03_CDA,Reference,2023,38681.73,1931584.479,49.93531775
03_CDA,Reference,2024,39073.027,1962551.928,50.22779341
03_CDA,Reference,2025,39462.299,2008100.912,50.88656675
03_CDA,Reference,2026,39851.66,2046140.178,51.34391335
03_CDA,Reference,2027,40237.476,2080965.53,51.717099000000005
03_CDA,Reference,2028,40657.625,2117196.984,52.073798790000005
03_CDA,Reference,2029,41077.132,2152216.523,52.39451779
03_CDA,Reference,2030,41492.279,2187459.484,52.71967548
03_CDA,Reference,2031,41911.122,2222741.585,53.03464758
03_CDA,Reference,2032,42326.982,2263745.469,53.48232646
03_CDA,Reference,2033,42762.979,2304103.745,53.88080528
03_CDA,Reference,2034,43192.627,2345626.863,54.30618662
03_CDA,Reference,2035,43613.864,2388156.846,54.756827920000006
03_CDA,Reference,2036,44027.459,2430784.731,55.21065232
03_CDA,Reference,2037,44434.066,2474083.198,55.67987405
03_CDA,Reference,2038,44836.094,2518435.448,56.16982264
03_CDA,Reference,2039,45229.917,2563749.877,56.6826129
03_CDA,Reference,2040,45617.966,2610325.198,57.221428890000006
03_CDA,Reference,2041,45998.516,2658164.012,57.78803848
03_CDA,Reference,2042,46365.622,2707192.466,58.38792514
03_CDA,Reference,2043,46725.145,2757094.984,59.00666513
03_CDA,Reference,2044,47077.85,2808187.996,59.64987771
03_CDA,Reference,2045,47425.108,2859970.612,60.30498891
03_CDA,Reference,2046,47767.785,2912477.507,60.97158382
03_CDA,Reference,2047,48106.04,2965719.13,61.64962091
03_CDA,Reference,2048,48440.565,3019726.161,62.338789
03_CDA,Reference,2049,48771.854,3074523.425,63.03888766
03_CDA,Reference,2050,49102.723,3130225.773,63.74851702
03_CDA,Reference,2051,49432.738,3186829.527,64.46799542
03_CDA,Reference,2052,49762.551,3244372.546,65.19707051
03_CDA,Reference,2053,50097.986,3303099.161,65.93277345
03_CDA,Reference,2054,50438.67,3363021.411,66.67545776
03_CDA,Reference,2055,50785.073,3424184.972,67.42502805
03_CDA,Reference,2056,51137.629,3486635.84,68.18141372
03_CDA,Reference,2057,51499.872,3550549.991,68.94288962
03_CDA,Reference,2058,51871.182,3615939.997,69.70999806
03_CDA,Reference,2059,52251.989,3682861.893,70.48271201
03_CDA,Reference,2060,52641.113,3751304.855,71.26188336000001
03_CDA,Reference,2061,53040.256,3821380.1,72.04678838
03_CDA,Reference,2062,53451.985,3893242.301,72.83625297
03_CDA,Reference,2063,53870.27,3966674.636,73.63383618
03_CDA,Reference,2064,54296.609,4041779.849,74.43890003
03_CDA,Reference,2065,54731.274,4118610.493,75.25150051
03_CDA,Reference,2066,55173.062,4197153.433,76.07251221
03_CDA,Reference,2067,55620.367,4277374.129,76.90301880000001
03_CDA,Reference,2068,56070.944,4359204.076,77.74443883
03_CDA,Reference,2069,56524.374,4442654.558,78.59714745000001
03_CDA,Reference,2070,56978.877,4527671.193,79.46227499000001
03_CDA,Reference,2071,57434.033,4614259.950999999,80.34016958000001
03_CDA,Reference,2072,57887.839,4702348.679,81.23206463
03_CDA,Reference,2073,58340.916000000005,4791988.257999999,82.13769318
03_CDA,Reference,2074,58793.488000000005,4883212.102,83.05702329
03_CDA,Reference,2075,59245.269,4976421.143,83.99693726000001
03_CDA,Reference,2076,59692.045,5071431.469,84.95992169
03_CDA,Reference,2077,60136.056,5168377.311,85.94473358
03_CDA,Reference,2078,60577.605,5267300.011,86.95127533
03_CDA,Reference,2079,61017.316,5368259.221,87.97927495
03_CDA,Reference,2080,61456.133,5471334.34,89.02828852
03_CDA,Reference,2081,61892.259,5576460.602,90.09948404
03_CDA,Reference,2082,62329.492,5683872.778,91.19074446
03_CDA,Reference,2083,62766.557,5793540.185,92.30297889
03_CDA,Reference,2084,63206.958,5905695.594,93.43426389
03_CDA,Reference,2085,63648.434,6020259.696,94.58614011
03_CDA,Reference,2086,64091.515,6137305.029999999,95.75846397
03_CDA,Reference,2087,64539.532,6257070.096,96.94941847
03_CDA,Reference,2088,64991.832,6379574.057,98.15962807
03_CDA,Reference,2089,65448.193,6504860.119,99.38945326
03_CDA,Reference,2090,65910.467,6633096.903,100.6379898
03_CDA,Reference,2091,66378.709,6764352.736,101.9054579
03_CDA,Reference,2092,66855.599,6898860.122,103.1904616
03_CDA,Reference,2093,67340.918,7036683.756999999,104.4934338
03_CDA,Reference,2094,67834.34,7177882.254,105.8148757
03_CDA,Reference,2095,68336.228,7322558.719,107.1548567
03_CDA,Reference,2096,68844.826,7470681.822,108.5147898
03_CDA,Reference,2097,69360.344,7622343.018999999,109.8948272
03_CDA,Reference,2098,69884.722,7777752.018999999,111.2940253
03_CDA,Reference,2099,70412.334,7936618.453,112.7163098
03_CDA,Reference,2100,70945.154,8099145.439999999,114.1606577
03_CDA,Target,2022,38290.846,1903976.306,49.724059540000006
03_CDA,Target,2023,38681.73,1931584.479,49.93531775
03_CDA,Target,2024,39073.027,1962551.928,50.22779341
03_CDA,Target,2025,39462.299,2008100.912,50.88656675
03_CDA,Target,2026,39851.66,2046140.178,51.34391335
03_CDA,Target,2027,40237.476,2080965.53,51.717099000000005
03_CDA,Target,2028,40657.625,2117196.984,52.073798790000005
03_CDA,Target,2029,41077.132,2152216.523,52.39451779
03_CDA,Target,2030,41492.279,2187459.484,52.71967548
03_CDA,Target,2031,41911.122,2222741.585,53.03464758
03_CDA,Target,2032,42326.982,2263745.469,53.48232646
03_CDA,Target,2033,42762.979,2304103.745,53.88080528
03_CDA,Target,2034,43192.627,2345626.863,54.30618662
03_CDA,Target,2035,43613.864,2388156.846,54.756827920000006
03_CDA,Target,2036,44027.459,2430784.731,55.21065232
03_CDA,Target,2037,44434.066,2474083.198,55.67987405
03_CDA,Target,2038,44836.094,2518435.448,56.16982264
03_CDA,Target,2039,45229.917,2563749.877,56.6826129
03_CDA,Target,2040,45617.966,2610325.198,57.221428890000006
03_CDA,Target,2041,45998.516,2658164.012,57.78803848
03_CDA,Target,2042,46365.622,2707192.466,58.38792514
03_CDA,Target,2043,46725.145,2757094.984,59.00666513
03_CDA,Target,2044,47077.85,2808187.996,59.64987771
03_CDA,Target,2045,47425.108,2859970.612,60.30498891
03_CDA,Target,2046,47767.785,2912477.507,60.97158382
03_CDA,Target,2047,48106.04,2965719.13,61.64962091
03_CDA,Target,2048,48440.565,3019726.161,62.338789
03_CDA,Target,2049,48771.854,3074523.425,63.03888766
03_CDA,Target,2050,49102.723,3130225.773,63.74851702
03_CDA,Target,2051,49432.738,3186829.527,64.46799542
03_CDA,Target,2052,49762.551,3244372.546,65.19707051
03_CDA,Target,2053,50097.986,3303099.161,65.93277345
03_CDA,Target,2054,50438.67,3363021.411,66.67545776
03_CDA,Target,2055,50785.073,3424184.972,67.42502805
03_CDA,Target,2056,51137.629,3486635.84,68.18141372
03_CDA,Target,2057,51499.872,3550549.991,68.94288962
03_CDA,Target,2058,51871.182,3615939.997,69.70999806
03_CDA,Target,2059,52251.989,3682861.893,70.48271201
03_CDA,Target,2060,52641.113,3751304.855,71.26188336000001
03_CDA,Target,2061,53040.256,3821380.1,72.04678838
03_CDA,Target,2062,53451.985,3893242.301,72.83625297
03_CDA,Target,2063,53870.27,3966674.636,73.63383618
03_CDA,Target,2064,54296.609,4041779.849,74.43890003
03_CDA,Target,2065,54731.274,4118610.493,75.25150051
03_CDA,Target,2066,55173.062,4197153.433,76.07251221
03_CDA,Target,2067,55620.367,4277374.129,76.90301880000001
03_CDA,Target,2068,56070.944,4359204.076,77.74443883
03_CDA,Target,2069,56524.374,4442654.558,78.59714745000001
03_CDA,Target,2070,56978.877,4527671.193,79.46227499000001
03_CDA,Target,2071,57434.033,4614259.950999999,80.34016958000001
03_CDA,Target,2072,57887.839,4702348.679,81.23206463
03_CDA,Target,2073,58340.916000000005,4791988.257999999,82.13769318
03_CDA,Target,2074,58793.488000000005,4883212.102,83.05702329
03_CDA,Target,2075,59245.269,4976421.143,83.99693726000001
03_CDA,Target,2076,59692.045,5071431.469,84.95992169
03_CDA,Target,2077,60136.056,5168377.311,85.94473358
03_CDA,Target,2078,60577.605,5267300.011,86.95127533
